,dPSI_TST11872_iPSC-BIO-1755497-12nM,dPSI_TST11872_iPSC-BIO-1755497-40nM,dPSI_TST11872_iPSC-BIO-1949634-10uM,dPSI_TST11872_iPSC-BIO-1949634-3uM,dPSI_TST11872_iPSC-BIO-2006152-150nM,dPSI_TST11872_iPSC-BIO-2006152-45nM,dPSI_TST11872_iPSC-BIO-2059811-261nM,dPSI_TST11872_iPSC-BIO-2059811-870nM,dPSI_TST11872_iPSC-BIO-2060573-10uM,dPSI_TST11872_iPSC-BIO-2060573-3uM,dPSI_TST11872_iPSC-BIO-2060884-1000nM,dPSI_TST11872_iPSC-BIO-2060884-3700nM,dPSI_TST11872_iPSC-BIO-2070692-1680nM,dPSI_TST11872_iPSC-BIO-2070692-5600nM,dPSI_TST11872_iPSC-BIO-2135644-1uM,dPSI_TST11872_iPSC-BIO-2135644-300nM,dPSI_TST11872_iPSC-BIO-2136770-1000nM,dPSI_TST11872_iPSC-BIO-2136770-300nM,dPSI_TST11872_NGN2-BIO-1755497-12nM,dPSI_TST11872_NGN2-BIO-1755497-40nM,dPSI_TST11872_NGN2-BIO-1949634-10uM,dPSI_TST11872_NGN2-BIO-1949634-3uM,dPSI_TST11872_NGN2-BIO-2006152-150nM,dPSI_TST11872_NGN2-BIO-2006152-45nM,dPSI_TST11872_NGN2-BIO-2059811-261nM,dPSI_TST11872_NGN2-BIO-2059811-870nM,dPSI_TST11872_NGN2-BIO-2060573-10uM,dPSI_TST11872_NGN2-BIO-2060573-3uM,dPSI_TST11872_NGN2-BIO-2060884-1000nM,dPSI_TST11872_NGN2-BIO-2060884-3700nM,dPSI_TST11872_NGN2-BIO-2070692-1680nM,dPSI_TST11872_NGN2-BIO-2070692-5600nM,dPSI_TST11872_NGN2-BIO-2135644-1uM,dPSI_TST11872_NGN2-BIO-2135644-300nM,dPSI_TST11872_NGN2-BIO-2136770-1000nM,dPSI_TST11872_NGN2-BIO-2136770-300nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-1755497-12nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-1755497-40nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-1949634-10uM,minpadj_maxPdPSI_TST11872_iPSC-BIO-1949634-3uM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2006152-150nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2006152-45nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2059811-261nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2059811-870nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2060573-10uM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2060573-3uM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2060884-1000nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2060884-3700nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2070692-1680nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2070692-5600nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2135644-1uM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2135644-300nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2136770-1000nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2136770-300nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-1755497-12nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-1755497-40nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-1949634-10uM,minpadj_maxPdPSI_TST11872_NGN2-BIO-1949634-3uM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2006152-150nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2006152-45nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2059811-261nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2059811-870nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2060573-10uM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2060573-3uM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2060884-1000nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2060884-3700nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2070692-1680nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2070692-5600nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2135644-1uM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2135644-300nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2136770-1000nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2136770-300nM
ANKRD42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.290783742923439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0059464394402064,NA,NA,NA,NA,NA,NA
ANKRD9,NA,NA,-0.562,-0.361,NA,NA,NA,-0.481,NA,NA,NA,-0.364,NA,-0.41,NA,NA,NA,NA,NA,NA,-0.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.596,NA,NA,NA,NA,NA,NA,0,1.36624069159e-11,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,7.49592145131e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.90877997629e-11,NA,NA,NA,NA
ANKS1B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.847291464427368,0.841471986841625,NA,NA,0.317698827827503,0.839736043119387,0.25128662879081,NA,NA,0.77263619720836,0.507074831345888,0.923821611828046,0.650248567641983,NA,0.665324042671735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0233099384981785,5.35315524675996e-10,NA,NA,0.00968706333882035,5.33264857383359e-06,0.000543144568429169,NA,NA,1.04429876636754e-06,5.57748366186902e-06,8.32325725253733e-11,6.25268353719754e-06,NA,3.65295739092612e-10,NA
ANKS3,NA,NA,-0.269980300930607,NA,NA,NA,NA,NA,-0.331,NA,NA,-0.305,NA,NA,NA,NA,NA,NA,NA,NA,-0.581489867464142,NA,NA,NA,NA,-0.403959150903064,NA,NA,-0.413,-0.534138154643407,NA,NA,NA,NA,-0.325,NA,NA,NA,4.18274838621765e-05,NA,NA,NA,NA,NA,4.53948791549e-08,NA,NA,1.60589107695e-06,NA,NA,NA,NA,NA,NA,NA,NA,0.999892546173904,NA,NA,NA,NA,0.937144388564201,NA,NA,8.38845369278e-09,0.999446899375708,NA,NA,NA,NA,0.0203477181635,NA
ANKS6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.413513957183024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.901762096710737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANO1,NA,NA,-0.286991389580394,NA,NA,NA,NA,-0.284594067682163,-0.261549036782349,NA,-0.277180742246662,-0.266702037107927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00550217501691341,NA,NA,NA,NA,0.0175848477432482,0.0167927285604296,NA,0.0045866092742525,0.00942853725582415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANO8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.331,NA,NA,NA,NA,NA,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92126496207e-07,NA,NA,NA,NA,NA,NA,NA,NA,4.22076309881e-09,NA,NA,NA,NA,NA,NA
ANOS2P,NA,NA,0.312,-0.344329608519036,NA,NA,NA,NA,NA,NA,NA,-0.579314750831574,NA,NA,NA,NA,NA,NA,NA,NA,-0.417135643484401,NA,NA,NA,NA,NA,NA,NA,NA,0.316637894472626,NA,NA,NA,NA,NA,NA,NA,NA,0.00499457003864,0.00290810192794157,NA,NA,NA,NA,NA,NA,NA,0.999999822255344,NA,NA,NA,NA,NA,NA,NA,NA,0.960512229660605,NA,NA,NA,NA,NA,NA,NA,NA,5.10544699170932e-05,NA,NA,NA,NA,NA,NA
ANP32A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.734921389216555,0.456860047191747,NA,NA,NA,-0.645156122712699,-0.64343540654472,0.693502531281756,-0.744010790351648,0.695878167867822,0.718492400495642,0.631183285417574,-0.63810953129965,-0.475090447241831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999999985209346,0.963666164570475,NA,NA,NA,0.999968062755966,0.99999894045042,0.999999938966676,0.999999999989305,0.999999961450159,0.999999998828804,0.9999907347074,0.999961441255882,0.983221631432373,NA,NA
ANTXR2,NA,NA,-0.419474534618653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.592463950526118,NA,NA,NA,NA,NA,NA,NA,NA,0.960660697015199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999966861137825,NA,NA,NA,NA,NA,NA
ANXA11,NA,NA,-0.85,-0.686,NA,NA,NA,-0.563,-0.834,-0.658,-0.852,-0.917,-0.597,-0.845,-0.718,-0.342,-0.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANXA6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.372,NA,NA,NA,0.495,NA,0.731,0.649,0.521,0.496,NA,NA,NA,-0.334738749401414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0235250061875,0.0376530105056,NA,NA,NA,0.0497877073498,NA,0,5.69461817341e-11,0.000115592925337,0.0113754789586,NA,NA,NA,0.0109091243054815
ANXA7,NA,NA,-0.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AOPEP,NA,NA,0.411,0.394,NA,NA,NA,0.273656341612774,NA,NA,NA,NA,NA,0.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.01633199245e-10,2.19027465271e-08,NA,NA,NA,0.0341358864358323,NA,NA,NA,NA,NA,0.000158070988714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP002026.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.269466753160329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0360706519755224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00292107057739,NA,NA,NA,NA
AP002784.1,NA,NA,0.944807283541738,-0.748475862546895,NA,NA,NA,NA,NA,NA,NA,-0.422310606157623,NA,NA,-0.515631874576976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.98177727232018e-06,0.999999999837625,NA,NA,NA,NA,NA,NA,NA,0.935496148436369,NA,NA,0.997327639813336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP003108.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.473468308728776,NA,NA,NA,NA,0.50729247110359,0.50016869143956,NA,0.572159685544025,0.377,NA,0.456598476471355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.981810912918172,NA,NA,NA,NA,0.989402667649675,0.993410187844826,NA,0.998871176078923,4.93275023137e-08,NA,0.972363066878182,NA,NA,NA,NA
AP004608.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.509,NA,NA,NA,NA,NA,NA,NA,-0.509,-0.453,NA,NA,-0.386,NA,NA,NA,-0.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31652166063e-07,NA,NA,NA,NA,NA,NA,NA,2.09059670614e-07,0.000541410043298,NA,NA,0.00086076202448,NA,NA,NA,1.55420228404e-07,NA
AP1AR,NA,NA,0.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP1S2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.368,NA,NA,NA,NA,NA,0.33,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45850849341e-07,NA,NA,NA,NA,NA,5.54033083519e-07,NA,NA,0.00807132634264,NA,NA,NA,NA,NA,NA
AP2A2,NA,NA,0.542,0.288493254621222,NA,NA,NA,NA,0.262214940147435,NA,0.274760023657875,0.567,NA,NA,NA,NA,NA,NA,NA,NA,0.344,0.282613935078929,NA,NA,NA,NA,0.321979766239815,NA,0.434635873216685,0.316,NA,0.455000842164115,NA,NA,NA,NA,NA,NA,0,0.000757262297607989,NA,NA,NA,NA,0.00315800695832515,NA,0.000140852555471811,0,NA,NA,NA,NA,NA,NA,NA,NA,8.7120728322e-14,0.000105283455333284,NA,NA,NA,NA,0.000990926747886233,NA,1.49965421420955e-07,0,NA,1.94152072716677e-07,NA,NA,NA,NA
AP2M1,NA,NA,NA,0.418118030364276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00232535440958265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP3B2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.325,NA,NA,NA,NA,NA,NA,NA,NA,0.252295144815699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22886689668e-06,NA,NA,NA,NA,NA,NA,NA,NA,1.2591184360471e-06,NA,NA,NA,NA,NA,NA
AP3M2,NA,NA,0.377757908918452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0027936682728881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP3S2,NA,NA,0.297032032138944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.35413943420708e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP4E1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.406,NA,NA,NA,-0.606777335069541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000610870529613,NA,NA,NA,0.999995387690427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP5S1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.292557518077143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00199895526697495,NA,NA,NA,NA,NA,NA
APAF1,NA,NA,-0.296195622749803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.500845108746599,0.439863600016504,NA,NA,NA,0.467738646530295,0.364793946476338,NA,0.284251648955299,0.539415106415985,0.265799914065935,0.400588549243239,0.501632623523401,NA,0.408179050144735,NA,NA,NA,0.00197046850629996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000626271879730723,0.00181151471571455,NA,NA,NA,0.00196960655171642,0.000713496377561158,NA,0.00996047591673639,6.30783555908581e-05,0.0102300771562613,0.0026383942313091,0.000412004946235217,NA,0.000712379394107688,NA
APBB2,NA,NA,-0.265246536081255,NA,NA,NA,NA,NA,NA,NA,-0.332026513110502,-0.290333112187859,NA,-0.250656134809503,NA,NA,NA,NA,NA,NA,0.339,NA,NA,NA,0.255255120376425,NA,NA,NA,NA,-0.381869331851767,-0.461255288631393,0.308,NA,NA,NA,NA,NA,NA,0.000113835587502792,NA,NA,NA,NA,NA,NA,NA,3.36213544977999e-05,0.000128558605118209,NA,0.000122132938113639,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.00461593711344247,NA,NA,NA,NA,0.954067169890572,3.47863284754098e-05,0,NA,NA,NA,NA
APC,NA,NA,-0.316485061483973,-0.267050517397152,NA,NA,NA,NA,NA,NA,NA,-0.269506350188009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33080691178309e-05,0.00160194296828349,NA,NA,NA,NA,NA,NA,NA,0.00187492344567427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APH1B,NA,NA,0.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.40151165966e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APIP,NA,NA,0.935254838065851,0.923846056990872,0.272743530245703,NA,0.551085847691004,0.834223671372712,0.528092657517442,0.293164096766781,0.394911083244198,0.676889878598276,0.405125091097472,0.713204563208577,0.718921053176888,0.377331435832455,0.742597280703336,0.429903621867544,NA,0.340522069979759,0.816032072157503,0.803156799635589,0.530292944664261,0.355489123898135,0.746403459413863,0.796684160808973,0.73356857173038,0.605322947337748,0.648083389043495,0.72713697514862,0.706169453491793,0.791022469849323,0.758751080107235,0.632935036848913,0.790562000107608,0.745172025239986,NA,NA,4.7431198678529e-10,1.11841093407073e-10,0.000397468714672712,NA,4.26631600460522e-07,2.16120805755381e-09,3.89326628809186e-08,9.98741094729422e-06,1.23430345343452e-07,1.91574231040711e-07,1.70165195441645e-07,7.60929425421879e-09,1.06154781815491e-08,7.07522824122483e-05,2.66058258977576e-09,1.78859235991119e-07,NA,0.02238418673975,1.73835863750265e-07,3.08997074154949e-07,3.6265471978078e-06,0.0130676175625363,6.28842691239076e-06,1.03375566566965e-06,5.82032738713459e-08,2.86088774560326e-07,2.54146610170767e-06,2.09292514884e-08,3.42875608297904e-08,6.92233063809928e-08,3.16960445747562e-07,5.76421585366264e-06,8.29498118806388e-08,2.24599956969845e-07
APLP1,NA,NA,0.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62514164472e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APLP2,NA,NA,-0.61,-0.637,-0.38,NA,-0.583,-0.638,-0.594,-0.482,-0.546,-0.644,-0.544,-0.616,-0.628,-0.488,-0.619,-0.497,NA,-0.585,-0.824,-0.828,-0.632,-0.351,-0.811,-0.828,-0.812,-0.749,-0.794,-0.819,-0.799,-0.826,-0.823,-0.738,-0.821,-0.769,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APOBEC3D,NA,NA,0.358655128377581,-0.436529263155886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0124548418651889,0.905297422037037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APOC1P1,NA,NA,NA,NA,NA,NA,NA,NA,0.29241290262797,NA,NA,-0.294913668917278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0150385322050145,NA,NA,0.0149490863392907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APOE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403266307147069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.910124245855916,NA,NA,NA,NA,NA,NA,NA,NA
APOO,NA,NA,NA,NA,NA,NA,NA,NA,0.324737472104887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0186434507029293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APPL2,NA,NA,-0.898532474606166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.501012884330066,NA,NA,-0.92689401445033,-0.956653970091596,NA,0.914567655704463,-0.9470652117476,0.58563732669592,-0.934207594928908,NA,NA,0.73057946667263,NA,NA,NA,0.999999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.997180008084788,NA,NA,0.999999999999979,0.999999999999979,NA,0.0305649615781894,0.999999999999983,0.0253038714640779,0.999999999999981,NA,NA,0.0238108893004208,NA
APTX,NA,NA,0.419,NA,NA,NA,NA,NA,NA,NA,0.426,0.426,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AQR,NA,NA,0.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05889989153e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARAP1,NA,NA,0.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18844839911e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARAP3,NA,NA,0.919494025956508,-0.746991576112702,NA,NA,NA,NA,0.741266202632705,-0.475032281841124,NA,0.933806756802337,-0.517793591173765,-0.821752971170328,-0.524516171407388,NA,-0.396245227673907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.51038217342616e-09,0.999999999993053,NA,NA,NA,NA,0.999999996010475,0.993260995940989,NA,0.99999999999999,0.99895032666423,0.999999997165094,0.998595725909351,NA,0.941083392172599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AREL1,NA,NA,0.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
